Tilelink,LinkURL,Desc,Price Num,Details,Address,NeighbCityState
"Pending
$42,500
4bd
2ba
1702E E Main St",https://www.trulia.com/property/3259722789-1702E-E-Main-St-Kalamazoo-MI-49048,Pending; Pending,"$42,500 ",4bd; 2ba,1702E E Main St,"Eastside, Kalamazoo, MI"
"$248,500
2bd
2ba
2,023 sqft
4040 Greenleaf Cir #402",https://www.trulia.com/property/3261671256-4040-Greenleaf-Cir-402-Kalamazoo-MI-49008,,"$248,500 ","2bd; 2ba; 2,023 sqft",4040 Greenleaf Cir #402,"Parkview Hills, Kalamazoo, MI"
"Pending
$53,000
2bd
1ba
875 sqft
734 W Kilgore Rd #203",https://www.trulia.com/property/3211282520-734-W-Kilgore-Rd-203-Kalamazoo-MI-49008,Pending; Pending; Pending,"$53,000 ",2bd; 1ba; 875 sqft,734 W Kilgore Rd #203,"South Westnedge, Kalamazoo, MI"
"$45,000
2bd
1ba
750 sqft
3326 Brookfield Ave",https://www.trulia.com/property/3260825490-3326-Brookfield-Ave-Kalamazoo-MI-49048,,"$45,000 ",2bd; 1ba; 750 sqft,3326 Brookfield Ave,"Kalamazoo, MI"
"$225,000
3bd
3ba
2,061 sqft
1649 Quail Run Dr #75",https://www.trulia.com/property/3261600660-1649-Quail-Run-Dr-75-Kalamazoo-MI-49009,,"$225,000 ","3bd; 3ba; 2,061 sqft",1649 Quail Run Dr #75,"Kalamazoo, MI"
"Pending
$130,000
3bd
2ba
1,641 sqft
5125 Summerfield St",https://www.trulia.com/property/3261323386-5125-Summerfield-St-Kalamazoo-MI-49004,Pending; Pending; Pending,"$130,000 ","3bd; 2ba; 1,641 sqft",5125 Summerfield St,"Kalamazoo, MI"
"$23,200
1035 W Maple St",https://www.trulia.com/property/3154815617-1035-W-Maple-St-Kalamazoo-MI-49008,,"$23,200 ",,1035 W Maple St,"Westnedge Hill, Kalamazoo, MI"
"Pending
$149,900
3bd
2ba
2,380 sqft
514 Pinehurst Blvd",https://www.trulia.com/property/1061745885-514-Pinehurst-Blvd-Kalamazoo-MI-49006,Pending; Pending; Pending,"$149,900 ","3bd; 2ba; 2,380 sqft",514 Pinehurst Blvd,"Westwood (East), Kalamazoo, MI"
"$142,900
3bd
2ba
2,283 sqft
4241 Somerset Ave",https://www.trulia.com/property/1032834377-4241-Somerset-Ave-Kalamazoo-MI-49001,,"$142,900 ","3bd; 2ba; 2,283 sqft",4241 Somerset Ave,"Millwood, Kalamazoo, MI"
"$174,900
3bd
3ba
1,388 sqft
223 Murphys Trl",https://www.trulia.com/property/42897310-223-Murphys-Trl-Kalamazoo-MI-49009,,"$174,900 ","3bd; 3ba; 1,388 sqft",223 Murphys Trl,"Kalamazoo, MI"
"Pending
$215,000
3bd
4ba
2,286 sqft
8912 Hathaway Rd",https://www.trulia.com/property/1064046551-8912-Hathaway-Rd-Kalamazoo-MI-49009,Pending; Pending; Pending,"$215,000 ","3bd; 4ba; 2,286 sqft",8912 Hathaway Rd,"Kalamazoo, MI"
"$417,000
5bd
4ba
4,008 sqft
7628 Paso Fino Ct",https://www.trulia.com/property/3261527375-7628-Paso-Fino-Ct-Kalamazoo-MI-49009,,"$417,000 ","5bd; 4ba; 4,008 sqft",7628 Paso Fino Ct,"Kalamazoo, MI"
"$124,900
2bd
1ba
1,002 sqft
513 N Clarendon St",https://www.trulia.com/property/3122985372-513-N-Clarendon-St-Kalamazoo-MI-49006,,"$124,900 ","2bd; 1ba; 1,002 sqft",513 N Clarendon St,"Westwood (East), Kalamazoo, MI"
"$117,500
1bd
1ba
875 sqft
4040 Greenleaf Circle 408",https://www.trulia.com/property/3261058399-4040-Greenleaf-Circle-408-Kalamazoo-MI-49008,,"$117,500 ",1bd; 1ba; 875 sqft,4040 Greenleaf Circle 408,"Parkview Hills, Kalamazoo, MI"
"Pending
$84,900
2bd
1ba
760 sqft
208 Garfield Ave",https://www.trulia.com/property/3259859979-208-Garfield-Ave-Kalamazoo-MI-49001,Pending; Pending; Pending,"$84,900 ",2bd; 1ba; 760 sqft,208 Garfield Ave,"South Westnedge, Kalamazoo, MI"
"Pending
$55,000
2bd
1ba
960 sqft
540 Washburn Ave",https://www.trulia.com/property/3007949168-540-Washburn-Ave-Kalamazoo-MI-49048,Pending; Pending; Pending,"$55,000 ",2bd; 1ba; 960 sqft,540 Washburn Ave,"Eastwood, Kalamazoo, MI"
"$44,953
1bd
1ba
682 sqft
3441 Kenbrooke Ct",https://www.trulia.com/property/3260990350-3441-Kenbrooke-Ct-Kalamazoo-MI-49006,,"$44,953 ",1bd; 1ba; 682 sqft,3441 Kenbrooke Ct,"Knollwood, Kalamazoo, MI"
"New Construction
$198,900+
3bd
3ba
2,040 sqft
2220 Sagebrush St",https://www.trulia.com/property/3261555073-Prairieview-Farms-2220-Sagebrush-St-Kalamazoo-MI-49006,New Construction; New Construction; New Construction,"$198,900+","3bd; 3ba; 2,040 sqft",2220 Sagebrush St,
"Pending
$160,000
3bd
2ba
1,469 sqft
2740 Chesapeake Dr",https://www.trulia.com/property/3260749357-2740-Chesapeake-Dr-Kalamazoo-MI-49009,Pending; Pending; Pending,"$160,000 ","3bd; 2ba; 1,469 sqft",2740 Chesapeake Dr,"Kalamazoo, MI"
"Pending
$79,900
3bd
1ba
1,704 sqft
1314 Henson Ave",https://www.trulia.com/property/3261242273-1314-Henson-Ave-Kalamazoo-MI-49048,Pending; Pending; Pending,"$79,900 ","3bd; 1ba; 1,704 sqft",1314 Henson Ave,"Eastwood, Kalamazoo, MI"
"$369,000
4bd
4ba
3,476 sqft
7220 Turkey Glen Trl",https://www.trulia.com/property/1022556993-7220-Turkey-Glen-Trl-Kalamazoo-MI-49009,,"$369,000 ","4bd; 4ba; 3,476 sqft",7220 Turkey Glen Trl,"Kalamazoo, MI"
"$319,900
5bd
3ba
3,004 sqft
5125 Burning Tree Rd",https://www.trulia.com/property/3186433089-5125-Burning-Tree-Rd-Kalamazoo-MI-49009,,"$319,900 ","5bd; 3ba; 3,004 sqft",5125 Burning Tree Rd,"Kalamazoo, MI"
"$215,000
4bd
3ba
3,034 sqft
3090 Vliet Ln",https://www.trulia.com/property/3211130800-3090-Vliet-Ln-Kalamazoo-MI-49004,,"$215,000 ","4bd; 3ba; 3,034 sqft",3090 Vliet Ln,"Kalamazoo, MI"
"$184,900
4bd
3ba
1,726 sqft
8651 E Ml Ave",https://www.trulia.com/property/3259130966-8651-E-Ml-Ave-Kalamazoo-MI-49048,,"$184,900 ","4bd; 3ba; 1,726 sqft",8651 E Ml Ave,"Kalamazoo, MI"
"Pending
$130,000
4bd
2ba
1,304 sqft
5198 N Riverview Dr",https://www.trulia.com/property/34441996-5198-N-Riverview-Dr-Kalamazoo-MI-49004,Pending; Pending; Pending,"$130,000 ","4bd; 2ba; 1,304 sqft",5198 N Riverview Dr,"Kalamazoo, MI"
"Pending
$73,500
2bd
1ba
832 sqft
4036 Taft St",https://www.trulia.com/property/3260672988-4036-Taft-St-Kalamazoo-MI-49004,Pending; Pending; Pending,"$73,500 ",2bd; 1ba; 832 sqft,4036 Taft St,"Kalamazoo, MI"
"Pending
$120,000
3bd
1ba
1,212 sqft
1422 Southern Ave",https://www.trulia.com/property/3261328892-1422-Southern-Ave-Kalamazoo-MI-49001,Pending; Pending,"$120,000 ","3bd; 1ba; 1,212 sqft",1422 Southern Ave,"Millwood, Kalamazoo, MI"
"Pending
$179,900
3bd
3ba
2,172 sqft
2617 Hazelnut Ln",https://www.trulia.com/property/3023603994-2617-Hazelnut-Ln-Kalamazoo-MI-49004,Pending; Pending,"$179,900 ","3bd; 3ba; 2,172 sqft",2617 Hazelnut Ln,"Kalamazoo, MI"
"Pending
$265,000
2bd
2ba
2,311 sqft
4040 Greenleaf Cir #412",https://www.trulia.com/property/3194995982-4040-Greenleaf-Cir-412-Kalamazoo-MI-49008,Pending; Pending,"$265,000 ","2bd; 2ba; 2,311 sqft",4040 Greenleaf Cir #412,"Parkview Hills, Kalamazoo, MI"
"Pending
$108,900
2bd
2ba
1,419 sqft
1706 Southern Ave",https://www.trulia.com/property/3241841844-1706-Southern-Ave-Kalamazoo-MI-49001,Pending; Pending,"$108,900 ","2bd; 2ba; 1,419 sqft",1706 Southern Ave,"Millwood, Kalamazoo, MI"
"Pending
$309,888
3bd
3ba
2,140 sqft
6491 Wyndham Dr",https://www.trulia.com/property/3260112627-6491-Wyndham-Dr-Kalamazoo-MI-49009,Pending; Pending,"$309,888 ","3bd; 3ba; 2,140 sqft",6491 Wyndham Dr,"Kalamazoo, MI"
"$394,900
6bd
4ba
5,699 sqft
6356 E H Ave",https://www.trulia.com/property/3261120277-6356-E-H-Ave-Kalamazoo-MI-49048,,"$394,900 ","6bd; 4ba; 5,699 sqft",6356 E H Ave,"Kalamazoo, MI"
"$99,953
2bd
1ba
879 sqft
3023 Lowell St",https://www.trulia.com/property/42512736-3023-Lowell-St-Kalamazoo-MI-49001,,"$99,953 ",2bd; 1ba; 879 sqft,3023 Lowell St,"Millwood, Kalamazoo, MI"
"Pending
$129,900
3bd
2ba
1,326 sqft
3422 Iroquois Trl",https://www.trulia.com/property/3185826233-3422-Iroquois-Trl-Kalamazoo-MI-49006,Pending; Pending; Pending,"$129,900 ","3bd; 2ba; 1,326 sqft",3422 Iroquois Trl,"Westwood (East), Kalamazoo, MI"
"$169,000
3bd
2ba
1,376 sqft
4611 S 29th St",https://www.trulia.com/property/3259603334-4611-S-29th-St-Kalamazoo-MI-49048,,"$169,000 ","3bd; 2ba; 1,376 sqft",4611 S 29th St,"Kalamazoo, MI"
"$280,900
4bd
3ba
2,393 sqft
7113 Waltham Dr",https://www.trulia.com/property/3259757700-7113-Waltham-Dr-Kalamazoo-MI-49009,,"$280,900 ","4bd; 3ba; 2,393 sqft",7113 Waltham Dr,"Kalamazoo, MI"
"$547,000
4bd
4ba
3,701 sqft
8734 Pine Acres Dr",https://www.trulia.com/property/42481525-8734-Pine-Acres-Dr-Kalamazoo-MI-49009,,"$547,000 ","4bd; 4ba; 3,701 sqft",8734 Pine Acres Dr,"Kalamazoo, MI"
"For Sale By Owner
$250,000
6bd
4ba
4,000 sqft
447 W Vine St",https://www.trulia.com/property/3027115012-447-W-Vine-St-Kalamazoo-MI-49001,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$250,000 ","6bd; 4ba; 4,000 sqft",447 W Vine St,"Vine, Kalamazoo, MI"
"Pending
$299,900
4bd
4ba
2,576 sqft
8056 Boyne St",https://www.trulia.com/property/3260080653-8056-Boyne-St-Kalamazoo-MI-49009,Pending; Pending; Pending,"$299,900 ","4bd; 4ba; 2,576 sqft",8056 Boyne St,"Kalamazoo, MI"
"$204,900
3bd
3ba
2,040 sqft
2220 Sagebrush St",https://www.trulia.com/property/3261495820-2220-Sagebrush-St-Kalamazoo-MI-49006,,"$204,900 ","3bd; 3ba; 2,040 sqft",2220 Sagebrush St,"Westwood (East), Kalamazoo, MI"
"$58,900
 Fish Hatchery Rd",https://www.trulia.com/property/3261463547--Fish-Hatchery-Rd-Kalamazoo-MI-49009,,"$58,900 ",,Fish Hatchery Rd,"Kalamazoo, MI"
"$58,900
 D Fish Hatchery Rd",https://www.trulia.com/property/3261467422--D-Fish-Hatchery-Rd-Kalamazoo-MI-49009,,"$58,900 ",,D Fish Hatchery Rd,"Kalamazoo, MI"
"Pending
$149,900
3bd
2ba
1,990 sqft
534 Woodward Ave",https://www.trulia.com/property/45712951-534-Woodward-Ave-Kalamazoo-MI-49007,Pending; Pending; Pending,"$149,900 ","3bd; 2ba; 1,990 sqft",534 Woodward Ave,"Sloan, Kalamazoo, MI"
"Pending
$255,900
3bd
2ba
2,392 sqft
609 Aquaview Dr",https://www.trulia.com/property/3261294788-609-Aquaview-Dr-Kalamazoo-MI-49009,Pending; Pending; Pending,"$255,900 ","3bd; 2ba; 2,392 sqft",609 Aquaview Dr,"Kalamazoo, MI"
"$59,900
3bd
1ba
864 sqft
2211 Roseland Ave",https://www.trulia.com/property/29928980-2211-Roseland-Ave-Kalamazoo-MI-49001,,"$59,900 ",3bd; 1ba; 864 sqft,2211 Roseland Ave,"Millwood, Kalamazoo, MI"
"$34,999
2bd
1ba
748 sqft
1305 Bryant St",https://www.trulia.com/property/3260508544-1305-Bryant-St-Kalamazoo-MI-49001,,"$34,999 ",2bd; 1ba; 748 sqft,1305 Bryant St,"Edison, Kalamazoo, MI"
"$439,900
4bd
4ba
2,974 sqft
5930 S 6th St",https://www.trulia.com/property/1054216256-5930-S-6th-St-Kalamazoo-MI-49009,,"$439,900 ","4bd; 4ba; 2,974 sqft",5930 S 6th St,"Kalamazoo, MI"
"Pending
$55,000
2bd
2ba
894 sqft
3677 Kenbrooke Ct",https://www.trulia.com/property/3260979439-3677-Kenbrooke-Ct-Kalamazoo-MI-49006,Pending; Pending; Pending,"$55,000 ",2bd; 2ba; 894 sqft,3677 Kenbrooke Ct,"Knollwood, Kalamazoo, MI"
"$19,400
1629 Alamo Ave",https://www.trulia.com/property/3259940009-1629-Alamo-Ave-Kalamazoo-MI-49006,,"$19,400 ",,1629 Alamo Ave,"West Douglas, Kalamazoo, MI"
"Pending
$40,000
2bd
1ba
696 sqft
520 Fenimore Ave",https://www.trulia.com/property/3261106595-520-Fenimore-Ave-Kalamazoo-MI-49048,Pending; Pending; Pending,"$40,000 ",2bd; 1ba; 696 sqft,520 Fenimore Ave,"Eastwood, Kalamazoo, MI"
"$79,900
733 Bryant St",https://www.trulia.com/property/3199656986-733-Bryant-St-Kalamazoo-MI-49001,,"$79,900 ",,733 Bryant St,"Edison, Kalamazoo, MI"
"Pending
$109,900
3bd
1ba
1,198 sqft
2813 Parchmount Ave",https://www.trulia.com/property/1034107525-2813-Parchmount-Ave-Kalamazoo-MI-49004,Pending; Pending; Pending,"$109,900 ","3bd; 1ba; 1,198 sqft",2813 Parchmount Ave,"Burke Acres, Kalamazoo, MI"
"Pending
$179,000
3bd
1ba
1,257 sqft
6612 Hart Dr",https://www.trulia.com/property/3204168482-6612-Hart-Dr-Kalamazoo-MI-49009,Pending; Pending; Pending,"$179,000 ","3bd; 1ba; 1,257 sqft",6612 Hart Dr,"Kalamazoo, MI"
"$180,000
8114-8116 W Op Ave",https://www.trulia.com/property/3260666854-8114-8116-W-Op-Ave-Kalamazoo-MI-49009,,"$180,000 ",,8114-8116 W Op Ave,"Kalamazoo, MI"
"$450,000
5bd
4ba
7,040 sqft
3000 Riverview Dr",https://www.trulia.com/property/3000870168-3000-Riverview-Dr-Kalamazoo-MI-49004,,"$450,000 ","5bd; 4ba; 7,040 sqft",3000 Riverview Dr,"Kalamazoo, MI"
"New Construction
$322,900+
4bd
3ba
2,637 sqft
5668 Hyde Park Ave",https://www.trulia.com/property/3260741686-Applegate-Trails-5668-Hyde-Park-Ave-Kalamazoo-MI-49009,New Construction; New Construction; New Construction,"$322,900+","4bd; 3ba; 2,637 sqft",5668 Hyde Park Ave,
"$64,900
3bd
2ba
1,680 sqft
1212 Lay Blvd",https://www.trulia.com/property/3046988595-1212-Lay-Blvd-Kalamazoo-MI-49001,,"$64,900 ","3bd; 2ba; 1,680 sqft",1212 Lay Blvd,"Edison, Kalamazoo, MI"
"Pending
$89,953
9138 Highland View Dr",https://www.trulia.com/property/3260513580-9138-Highland-View-Dr-Kalamazoo-MI-49009,Pending; Pending,"$89,953 ",,9138 Highland View Dr,"Kalamazoo, MI"
"$64,900
3bd
1ba
1,282 sqft
1321 E Stockbridge Ave",https://www.trulia.com/property/3012475123-1321-E-Stockbridge-Ave-Kalamazoo-MI-49001,,"$64,900 ","3bd; 1ba; 1,282 sqft",1321 E Stockbridge Ave,"Edison, Kalamazoo, MI"
"Pending
$235,000
4bd
3ba
2,498 sqft
4340 Sunset Dr",https://www.trulia.com/property/1083989081-4340-Sunset-Dr-Kalamazoo-MI-49008,Pending; Pending,"$235,000 ","4bd; 3ba; 2,498 sqft",4340 Sunset Dr,"South Westnedge, Kalamazoo, MI"
"$329,900
4bd
3ba
2,637 sqft
5668 Hyde Park Ave",https://www.trulia.com/property/3260693262-5668-Hyde-Park-Ave-Kalamazoo-MI-49009,,"$329,900 ","4bd; 3ba; 2,637 sqft",5668 Hyde Park Ave,"Kalamazoo, MI"
"Pending
$59,953
2bd
2ba
894 sqft
3557 Kenbrooke Ct",https://www.trulia.com/property/3261011559-3557-Kenbrooke-Ct-Kalamazoo-MI-49006,Pending; Pending,"$59,953 ",2bd; 2ba; 894 sqft,3557 Kenbrooke Ct,"Knollwood, Kalamazoo, MI"
"$90,950
3bd
1ba
1,270 sqft
1019 Fenimore Ave",https://www.trulia.com/property/3259745341-1019-Fenimore-Ave-Kalamazoo-MI-49048,,"$90,950 ","3bd; 1ba; 1,270 sqft",1019 Fenimore Ave,"Eastwood, Kalamazoo, MI"
"$180,000
8134-8136 W Op Ave",https://www.trulia.com/property/3260666869-8134-8136-W-Op-Ave-Kalamazoo-MI-49009,,"$180,000 ",,8134-8136 W Op Ave,"Kalamazoo, MI"
"$599,000
4bd
3ba
2,627 sqft
432 W Crooked Lake Dr",https://www.trulia.com/property/3238462746-432-W-Crooked-Lake-Dr-Kalamazoo-MI-49009,,"$599,000 ","4bd; 3ba; 2,627 sqft",432 W Crooked Lake Dr,"Kalamazoo, MI"
"New Construction
$274,900+
4bd
3ba
2,393 sqft
7113 Waltham Dr",https://www.trulia.com/property/3259844863-Applegate-Trails-7113-Waltham-Dr-Kalamazoo-MI-49009,New Construction; New Construction; New Construction,"$274,900+","4bd; 3ba; 2,393 sqft",7113 Waltham Dr,
"$365,000
4bd
3ba
3,169 sqft
2748 Cloyster Ct",https://www.trulia.com/property/3198056806-2748-Cloyster-Ct-Kalamazoo-MI-49008,,"$365,000 ","4bd; 3ba; 3,169 sqft",2748 Cloyster Ct,"Westnedge Hill, Kalamazoo, MI"
"Pending
$127,000
3bd
2ba
1,512 sqft
1105 W Kilgore",https://www.trulia.com/property/3261977028-1105-W-Kilgore-Kalamazoo-MI-49008,Pending; Pending; Pending,"$127,000 ","3bd; 2ba; 1,512 sqft",1105 W Kilgore,"South Westnedge, Kalamazoo, MI"
"$539,000
4bd
5ba
3,611 sqft
7360 Hidden Cove Pl",https://www.trulia.com/property/31604069-7360-Hidden-Cove-Pl-Kalamazoo-MI-49009,,"$539,000 ","4bd; 5ba; 3,611 sqft",7360 Hidden Cove Pl,"Kalamazoo, MI"
"$449,900
5bd
4ba
4,732 sqft
6115 Falabella Cir",https://www.trulia.com/property/3216178402-6115-Falabella-Cir-Kalamazoo-MI-49009,,"$449,900 ","5bd; 4ba; 4,732 sqft",6115 Falabella Cir,"Kalamazoo, MI"
"$210,000
3bd
3ba
2,555 sqft
116 Pine Cove Cir",https://www.trulia.com/property/3261930804-116-Pine-Cove-Cir-Kalamazoo-MI-49006,,"$210,000 ","3bd; 3ba; 2,555 sqft",116 Pine Cove Cir,"Westwood (East), Kalamazoo, MI"
"$400,000
4bd
2ba
2,334 sqft
2724 Oldrew Cir",https://www.trulia.com/property/3173421767-2724-Oldrew-Cir-Kalamazoo-MI-49009,,"$400,000 ","4bd; 2ba; 2,334 sqft",2724 Oldrew Cir,"Kalamazoo, MI"
"$729,900
6bd
6ba
5,914 sqft
3921 Lakeside Dr",https://www.trulia.com/property/3092207024-3921-Lakeside-Dr-Kalamazoo-MI-49008,,"$729,900 ","6bd; 6ba; 5,914 sqft",3921 Lakeside Dr,"South Westnedge, Kalamazoo, MI"
"Pending
$439,900
5bd
4ba
3,805 sqft
8694 Petoskey St",https://www.trulia.com/property/3171076300-8694-Petoskey-St-Kalamazoo-MI-49009,Pending; Pending; Pending,"$439,900 ","5bd; 4ba; 3,805 sqft",8694 Petoskey St,"Kalamazoo, MI"
"New Construction
$356,900+
4bd
3ba
3,070 sqft
7114 Waltham Dr",https://www.trulia.com/property/3261909468-Applegate-Trails-7114-Waltham-Dr-Kalamazoo-MI-49009,New Construction; New Construction; New Construction,"$356,900+","4bd; 3ba; 3,070 sqft",7114 Waltham Dr,
"Pending
$125,000
4bd
2ba
1,995 sqft
1528 Waverly Dr",https://www.trulia.com/property/3261958884-1528-Waverly-Dr-Kalamazoo-MI-49048,Pending; Pending; Pending,"$125,000 ","4bd; 2ba; 1,995 sqft",1528 Waverly Dr,"Eastwood, Kalamazoo, MI"
"Contact For Estimate
3bd
1ba
4212E E E Ave",https://www.trulia.com/property/3261998763-4212E-E-E-Ave-Kalamazoo-MI-49004,,Contact For Estimate,3bd; 1ba,4212E E E Ave,"Kalamazoo, MI"
"Pending
$95,000
7734 N 26th St",https://www.trulia.com/property/3261913106-7734-N-26th-St-Kalamazoo-MI-49004,Pending; Pending; Pending,"$95,000 ",,7734 N 26th St,"Kalamazoo, MI"
"$90,000
429 Davis St",https://www.trulia.com/property/3261951881-429-Davis-St-Kalamazoo-MI-49007,,"$90,000 ",,429 Davis St,"Vine, Kalamazoo, MI"
"$89,500
1,088 sqft
821 Arthur Ave",https://www.trulia.com/property/3261316719-821-Arthur-Ave-Kalamazoo-MI-49048,,"$89,500 ","1,088 sqft",821 Arthur Ave,"Eastwood, Kalamazoo, MI"
"Foreclosure
$36,763
2bd
1ba
780 sqft
404 W Hopkins St",https://www.trulia.com/property/3259573118-404-W-Hopkins-St-Kalamazoo-MI-49007,Foreclosure; Foreclosure; Foreclosure,"$36,763 ",2bd; 1ba; 780 sqft,404 W Hopkins St,"Northside, Kalamazoo, MI"
"$64,500
10020 Shephard Rdg",https://www.trulia.com/property/1053760309-10020-Shephard-Rdg-Kalamazoo-MI-49009,,"$64,500 ",,10020 Shephard Rdg,"Kalamazoo, MI"
"$49,900
3347 S 1st St",https://www.trulia.com/property/3261270573-3347-S-1st-St-Kalamazoo-MI-49009,,"$49,900 ",,3347 S 1st St,"Kalamazoo, MI"
"$271,285
3bd
3ba
2,096 sqft
5399 Penrose Ln #76",https://www.trulia.com/property/3261256453-5399-Penrose-Ln-76-Kalamazoo-MI-49009,,"$271,285 ","3bd; 3ba; 2,096 sqft",5399 Penrose Ln #76,"Kalamazoo, MI"
"$239,000
8bd
3ba
2,862 sqft
1276 Jack Pine Way",https://www.trulia.com/property/3098536024-1276-Jack-Pine-Way-Kalamazoo-MI-49006,,"$239,000 ","8bd; 3ba; 2,862 sqft",1276 Jack Pine Way,"Arcadia, Kalamazoo, MI"
"$149,000
3bd
2ba
2,316 sqft
921 Neumaier Ct",https://www.trulia.com/property/3259485270-921-Neumaier-Ct-Kalamazoo-MI-49001,,"$149,000 ","3bd; 2ba; 2,316 sqft",921 Neumaier Ct,"Edison, Kalamazoo, MI"
"$99,000
4bd
2ba
1,872 sqft
1111 Jefferson",https://www.trulia.com/property/3259958907-1111-Jefferson-Kalamazoo-MI-49007,,"$99,000 ","4bd; 2ba; 1,872 sqft",1111 Jefferson,"Sloan, Kalamazoo, MI"
"New Construction
$209,900+
4bd
3ba
1,870 sqft
2215 Sagebrush St",https://www.trulia.com/property/3259210208-Prairieview-Farms-2215-Sagebrush-St-Kalamazoo-MI-49006,New Construction; New Construction,"$209,900+","4bd; 3ba; 1,870 sqft",2215 Sagebrush St,
"$339,500
3bd
3ba
2,427 sqft
6960 Hunters Crk #63",https://www.trulia.com/property/3259881609-6960-Hunters-Crk-63-Kalamazoo-MI-49048,,"$339,500 ","3bd; 3ba; 2,427 sqft",6960 Hunters Crk #63,"Kalamazoo, MI"
"$239,000
8bd
3ba
2,862 sqft
1266 Jack Pine Way",https://www.trulia.com/property/3259889351-1266-Jack-Pine-Way-Kalamazoo-MI-49006,,"$239,000 ","8bd; 3ba; 2,862 sqft",1266 Jack Pine Way,"Arcadia, Kalamazoo, MI"
"$284,640
2bd
3ba
2,096 sqft
5397 Penrose Ln #75",https://www.trulia.com/property/3261256898-5397-Penrose-Ln-75-Kalamazoo-MI-49009,,"$284,640 ","2bd; 3ba; 2,096 sqft",5397 Penrose Ln #75,"Kalamazoo, MI"
"$64,170
 M 43 #AF",https://www.trulia.com/property/3259206840--M-43-AF-Kalamazoo-MI-49019,,"$64,170 ",,M 43 #AF,"Kalamazoo, MI"
"For Sale By Owner
$43,900
4bd
7925 Spring Hvn",https://www.trulia.com/property/1054217509-7925-Spring-Hvn-Kalamazoo-MI-49009,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$43,900 ",4bd,7925 Spring Hvn,"Kalamazoo, MI"
"For Sale By Owner
$43,500
3bd
463 Autumns Way Blvd",https://www.trulia.com/property/1054217514-463-Autumns-Way-Blvd-Kalamazoo-MI-49009,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$43,500 ",3bd,463 Autumns Way Blvd,"Kalamazoo, MI"
"For Sale By Owner
$44,500
590 Autumns Way Blvd",https://www.trulia.com/property/1054217555-590-Autumns-Way-Blvd-Kalamazoo-MI-49009,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$44,500 ",,590 Autumns Way Blvd,"Kalamazoo, MI"
"For Sale By Owner
$44,500
4bd
425 Autumns Way Blvd",https://www.trulia.com/property/1054217556-425-Autumns-Way-Blvd-Kalamazoo-MI-49009,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$44,500 ",4bd,425 Autumns Way Blvd,"Kalamazoo, MI"
"For Sale By Owner
$36,500
3bd
634 Winter Slope",https://www.trulia.com/property/1054217560-634-Winter-Slope-Kalamazoo-MI-49009,For Sale By Owner; For Sale By Owner; For Sale By Owner,"$36,500 ",3bd,634 Winter Slope,"Kalamazoo, MI"
"$36,400
5453 Turkey Run Dr",https://www.trulia.com/property/3002150562-5453-Turkey-Run-Dr-Kalamazoo-MI-49004,,"$36,400 ",,5453 Turkey Run Dr,"Kalamazoo, MI"
"$39,700
5429 Turkey Run Dr",https://www.trulia.com/property/30089294-5429-Turkey-Run-Dr-Kalamazoo-MI-49004,,"$39,700 ",,5429 Turkey Run Dr,"Kalamazoo, MI"
"$35,300
5465 Turkey Run Dr",https://www.trulia.com/property/30089303-5465-Turkey-Run-Dr-Kalamazoo-MI-49004,,"$35,300 ",,5465 Turkey Run Dr,"Kalamazoo, MI"
"$36,400
5468 Turkey Run Dr",https://www.trulia.com/property/30089306-5468-Turkey-Run-Dr-Kalamazoo-MI-49004,,"$36,400 ",,5468 Turkey Run Dr,"Kalamazoo, MI"
"$45,200
6360 Woodrose Way",https://www.trulia.com/property/30089364-6360-Woodrose-Way-Kalamazoo-MI-49004,,"$45,200 ",,6360 Woodrose Way,"Kalamazoo, MI"
"$40,800
5376 Thistledown Way",https://www.trulia.com/property/30089377-5376-Thistledown-Way-Kalamazoo-MI-49004,,"$40,800 ",,5376 Thistledown Way,"Kalamazoo, MI"
"$87,900
Address Not Disclosed",https://www.trulia.com/property/3059155162-Multi-Family-Home-Kalamazoo-MI-49008,,"$87,900 ",,Address Not Disclosed,"Vine, Kalamazoo, MI"
"$32,000
5477 Turkey Run Dr",https://www.trulia.com/property/30930770-5477-Turkey-Run-Dr-Kalamazoo-MI-49004,,"$32,000 ",,5477 Turkey Run Dr,"Kalamazoo, MI"
"$44,900
4850 Hidden Shore Dr",https://www.trulia.com/property/3159083126-4850-Hidden-Shore-Dr-Kalamazoo-MI-49048,,"$44,900 ",,4850 Hidden Shore Dr,"Kalamazoo, MI"
"$99,900
7126-7156 Baton Rouge",https://www.trulia.com/property/3206337696-7126-7156-Baton-Rouge-Kalamazoo-MI-49009,,"$99,900 ",,7126-7156 Baton Rouge,"Kalamazoo, MI"
"$49,500
7232 Owen Hills Ln",https://www.trulia.com/property/3239074232-7232-Owen-Hills-Ln-Kalamazoo-MI-49009,,"$49,500 ",,7232 Owen Hills Ln,"Kalamazoo, MI"
"$64,170
 M 43 #BF",https://www.trulia.com/property/3259201614--M-43-BF-Kalamazoo-MI-49009,,"$64,170 ",,M 43 #BF,"Kalamazoo, MI"
