Address,City,State,ZIP,Desc,Detail,Price Num,Num Photos Text,Num Photos,Photo URL,Pg Number
1305 Bryant St,Kalamazoo,MI,49001,House For Sale,"$34,9992 bds · 1 ba · 748 sqft; 38 days on Zillow·1305 Bryant St, Kalamazoo, MI; Five Star Real Estate (Grandv)",349992,14 photos,14,https://photos.zillowstatic.com/p_e/ISmamam2dad2uw0000000000.jpg,14
1011 E Crosstown Pkwy,Kalamazoo,MI,49001,House For Sale,"$25,0003 bds · 1 ba · 882 sqft; 134 days on Zillow·1011 E Crosstown Pkwy, Kalamazoo, MI; Henry Kellum, Realty",250003,2 photos,2,https://photos.zillowstatic.com/p_e/ISivfcyo2nedc71000000000.jpg,14
130 W Paterson St,Kalamazoo,MI,49007,Apartment For Sale,"$35,000Studio · -- ba · 800 sqft; 402 days on Zillow·130 W Paterson St, Kalamazoo, MI; CENTURY 21 C. Howard",35000,1 photo,1,https://photos.zillowstatic.com/p_e/ISukfiuclyxq8h1000000000.jpg,14
Sagebrush St # TA56PJ,Kalamazoo,MI,49006,New Construction,"$221,900+4 bds · 3 ba · 2,626+ sqft; Allen Edwin Homes·Elements 2600 Plan, Prairieview Farms",221900,6 photos,6,https://photos.zillowstatic.com/p_e/ISes25cxb2jrh21000000000.jpg,14
124 Bulkley St,Kalamazoo,MI,49006,House For Sale,"$449,9006 bds · 5 ba · 4,330 sqft; 342 days on Zillow·124 Bulkley St, Kalamazoo, MI",4499006,99 photos,99,https://photos.zillowstatic.com/p_e/ISqpoxa23995370000000000.jpg,14
1516 Fairbanks Ct,Kalamazoo,MI,49048,House For Sale,"$37,8002 bds · 2 ba · 1,073 sqft; $4,200 (Feb 23)·1516 Fairbanks Ct, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",378002; 4200,11 photos,11,https://photos.zillowstatic.com/p_e/IS2vshhs7bbvn50000000000.jpg,14
1028 Jackson St,Kalamazoo,MI,49001,Apartment For Sale,"$54,900Studio · -- ba · 2,927 sqft; $10,000 (Mar 27)·1028 Jackson St, Kalamazoo, MI; CENTURY 21 Affiliated",54900; 10000,24 photos,24,https://photos.zillowstatic.com/p_e/ISmq2ynhijjnq00000000000.jpg,14
Glengarry Ave LOT 1,Kalamazoo,MI,49004,Lot/Land For Sale,"$27,0000.55 ac lot; $3,000 (Apr 3)·Glengarry Ave LOT 1, Kalamazoo, MI",270000.55; 3000,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.332000,-85.633000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",14
Sagebrush St # W2IGQB,Kalamazoo,MI,49006,New Construction,"$246,900+4 bds · 3 ba · 3,070+ sqft; Allen Edwin Homes·Traditions 3100 Plan, Prairieview Farms",246900,8 photos,8,https://photos.zillowstatic.com/p_e/IS6m0ttq7uauh21000000000.jpg,14
Glengarry Ave LOT 9,Kalamazoo,MI,49004,Lot/Land For Sale,"$27,0000.50 ac lot; $3,000 (Apr 3)·Glengarry Ave LOT 9, Kalamazoo, MI",270000.5; 3000,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.332000,-85.633000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",14
321 W G Ave,Kalamazoo,MI,49004,Auction,"$73K3 bds · 2 ba · 1,122 sqft; 318 days on Zillow·321 W G Ave, Kalamazoo, MI",73,2 photos,2,https://photos.zillowstatic.com/p_e/IS2netugn6c7iw1000000000.jpg,14
W G Ave,Kalamazoo,MI,49004,Foreclosure,"-- bds · -- ba · -- sqft; 382 days on Zillow·W G Ave, Kalamazoo, MI",,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.332000,-85.588000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",15
2207 Sagebrush St,KALAMAZOO,MI,49006,New Construction,"$199,9003 bds · 3 ba · 2,040 sqft; Allen Edwin Homes·2207 Sagebrush St, Kalamazoo, MI",1999003,3 photos,3,https://photos.zillowstatic.com/p_e/ISecunkgfdx4yo0000000000.jpg,15
3406 Kenbrooke Ct,Kalamazoo,MI,49006,Condo For Sale,"$58,5002 bds · 2 ba · 894 sqft; 206 days on Zillow·3406 Kenbrooke Ct, Kalamazoo, MI",585002,25 photos,25,https://photos.zillowstatic.com/p_e/ISm6rns2ndkbmn1000000000.jpg,15
3453 Kenbrooke Ct,Kalamazoo,MI,49006,For Sale by Owner,"$56,9902 bds · 2 ba · 895 sqft; 166 days on Zillow·3453 Kenbrooke Ct, Kalamazoo, MI",569902,53 photos,53,https://photos.zillowstatic.com/p_e/ISy35iru6gtbys0000000000.jpg,15
3607 Kenbrooke Ct,Kalamazoo,MI,49006,Condo For Sale,"$55,9002 bds · 2 ba · 894 sqft; 52 days on Zillow·3607 Kenbrooke Ct, Kalamazoo, MI",559002,40 photos,40,https://photos.zillowstatic.com/p_e/ISmuh42i4jv2xu1000000000.jpg,15
3326 Brookfield Ave,Kalamazoo,MI,49048,House For Sale,"$45,0002 bds · 1 ba · 750 sqft; 32 days on Zillow·3326 Brookfield Ave, Kalamazoo, MI",450002,4 photos,4,https://photos.zillowstatic.com/p_e/ISuw4qmz6fdg521000000000.jpg,15
2512 Sheffield Dr,Kalamazoo,MI,49008,House For Sale,"$370,0003 bds · 3 ba · 3,908 sqft; $17,000 (Feb 23)·2512 Sheffield Dr, Kalamazoo, MI",3700003; 17000,34 photos,34,https://photos.zillowstatic.com/p_e/ISyncppm2cyowm0000000000.jpg,15
921 Neumaier Ct,Kalamazoo,MI,49001,House For Sale,"$149,0003 bds · 2 ba · 2,316 sqft; 54 days on Zillow·921 Neumaier Ct, Kalamazoo, MI; Jaqua REALTORS",1490003,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.283000,-85.572000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",15
408 E Stockbridge Ave,Kalamazoo,MI,49001,House For Sale,"$57,8005 bds · 1 ba · 1,878 sqft; 131 days on Zillow·408 E Stockbridge Ave, Kalamazoo, MI; RE/MAX of Kalamazoo",578005,21 photos,21,https://photos.zillowstatic.com/p_e/IS625z5x3i6v080000000000.jpg,15
1510 E Stockbridge Ave,Kalamazoo,MI,49001,House For Sale,"$62,5003 bds · 1 ba · 2,071 sqft; 112 days on Zillow·1510 E Stockbridge Ave, Kalamazoo, MI; O'Brien Real Estate",625003,22 photos,22,https://photos.zillowstatic.com/p_e/ISus9fyn4fnylg1000000000.jpg,15
2330 Shelter Pointe Dr,Kalamazoo,MI,49008,Lot/Land For Sale,"$78,9000.56 ac lot; 53 days on Zillow·2330 Shelter Pointe Dr, Kalamazoo, MI; Allen Edwin Realty",789000.56,1 photo,1,https://photos.zillowstatic.com/p_e/ISukzpxbf5pcj61000000000.jpg,15
639 W North St,Kalamazoo,MI,49007,Apartment For Sale,"$69,900Studio · -- ba · -- sqft; 139 days on Zillow·639 W North St, Kalamazoo, MI; CENTURY 21 C. Howard",69900,23 photos,23,https://photos.zillowstatic.com/p_e/IS2jnd1lv1ona60000000000.jpg,15
3312 Lake St,Kalamazoo,MI,49048,House For Sale,"$39,9002 bds · 1 ba · 672 sqft; 93 days on Zillow·3312 Lake St, Kalamazoo, MI; CENTURY 21 C. Howard",399002,22 photos,22,https://photos.zillowstatic.com/p_e/IS66w2yb060df10000000000.jpg,15
738 E Stockbridge Ave,Kalamazoo,MI,49001,Apartment For Sale,"$60,000Studio · -- ba · -- sqft; 266 days on Zillow·738 E Stockbridge Ave, Kalamazoo, MI; O'Brien Real Estate",60000,13 photos,13,https://photos.zillowstatic.com/p_e/IS2r9w4oa2kxmk0000000000.jpg,15
Sagebrush St # T91LMC,Kalamazoo,MI,49006,New Construction,"$221,900+4 bds · 3 ba · 2,410+ sqft; Allen Edwin Homes·Elements 2400 Plan, Prairieview Farms",221900,5 photos,5,https://photos.zillowstatic.com/p_e/ISyfygbk3m2xh21000000000.jpg,15
2210 Crane Ave,Kalamazoo,MI,49001,House For Sale,"$424,0003 bds · 4 ba · 3,851 sqft; 231 days on Zillow·2210 Crane Ave, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",4240003,26 photos,26,https://photos.zillowstatic.com/p_e/IS668gwcmhvrzz0000000000.jpg,15
739 Denway Dr,Kalamazoo,MI,49008,House For Sale,"$85,9003 bds · 1 ba · 866 sqft; $4,000 (Mar 16)·739 Denway Dr, Kalamazoo, MI; O'Brien Real Estate",859003; 4000,12 photos,12,https://photos.zillowstatic.com/p_e/ISyrrr0a5g6l141000000000.jpg,15
726 Denner St,Kalamazoo,MI,49006,House For Sale,"$78,9004 bds · 1 ba · 1,528 sqft; $1,000 (Feb 15)·726 Denner St, Kalamazoo, MI; RE/MAX of Kalamazoo",789004; 1000,34 photos,34,https://photos.zillowstatic.com/p_e/ISizqjath0xhk80000000000.jpg,15
718 W Cedar St,Kalamazoo,MI,49007,Apartment For Sale,"$85,000Studio · -- ba · 2,040 sqft; 713 days on Zillow·718 W Cedar St, Kalamazoo, MI; Advanced Realty Inc.",85000,20 photos,20,https://photos.zillowstatic.com/p_e/ISq1mnecntlt1z0000000000.jpg,15
604 Pioneer St,Kalamazoo,MI,49008,House For Sale,"$66,9004 bds · 1 ba · 1,300 sqft; 277 days on Zillow·604 Pioneer St, Kalamazoo, MI; RE/MAX of Kalamazoo",669004,10 photos,10,https://photos.zillowstatic.com/p_e/IS6ydv5stvdjgx1000000000.jpg,15
1322 Egleston Ave,Kalamazoo,MI,49001,House For Sale,"$69,9003 bds · 1 ba · 1,276 sqft; $2,600 (Feb 25)·1322 Egleston Ave, Kalamazoo, MI; Zuiderveen, REALTORS",699003; 2600,10 photos,10,https://photos.zillowstatic.com/p_e/ISq1ehkmjpi7ge0000000000.jpg,15
1326 Jefferson Ct,Kalamazoo,MI,49006,House For Sale,"$53,9002 bds · 1 ba · 1,198 sqft; $1,000 (Mar 24)·1326 Jefferson Ct, Kalamazoo, MI; Berner Real Estate",539002; 1000,19 photos,19,https://photos.zillowstatic.com/p_e/ISukz5a42pm8bd1000000000.jpg,15
3410 Ryskamp Ct,Kalamazoo,MI,49001,House For Sale,"$69,9002 bds · 1 ba · 530 sqft; 40 days on Zillow·3410 Ryskamp Ct, Kalamazoo, MI",699002,9 photos,9,https://photos.zillowstatic.com/p_e/ISmud1dhngixvu0000000000.jpg,15
957 Vassar Dr,Kalamazoo,MI,49001,Apartment For Sale,"$99,900Studio · -- ba · -- sqft; 273 days on Zillow·957 Vassar Dr, Kalamazoo, MI",99900,14 photos,14,https://photos.zillowstatic.com/p_e/ISy317w3zb7j670000000000.jpg,15
710 Wheaton Ave,Kalamazoo,MI,49008,Coming Soon,"$99,999Studio · -- ba · 1,770 sqft; On market Apr 14·710 Wheaton Ave, Kalamazoo, MI",99999,1 photo,1,https://photos.zillowstatic.com/p_e/ISa1nrsdqtn88a0000000000.jpg,15
Wheaton Ave,Kalamazoo,MI,49008,Pre-Foreclosure (Auction),Foreclosure Est. $76K · -- bds · -- ba · -- sqft; 648 days on Zillow·Sign in for details,76,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.281000,-85.593000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",15
Sagebrush St # T7E7RK,Kalamazoo,MI,49006,New Construction,"$204,900+3 bds · 3 ba · 2,121+ sqft; Allen Edwin Homes·Elements 2100 Plan, Prairieview Farms",204900,14 photos,14,https://photos.zillowstatic.com/p_e/ISug0oxhg1p74p0000000000.jpg,16
1039 Sherwood Ave,Kalamazoo,MI,49048,House For Sale,"$35,0003 bds · 1 ba · 1,423 sqft; 389 days on Zillow·1039 Sherwood Ave, Kalamazoo, MI; O'Brien Real Estate",350003,3 photos,3,https://photos.zillowstatic.com/p_e/IS2b5eza0q472w0000000000.jpg,16
719 Wynding Oaks,Kalamazoo,MI,49006,Condo For Sale,"$299,9002 bds · 2 ba · 1,478 sqft; Open: 4/23 12-3pm·719 Wynding Oaks, Kalamazoo, MI; American Village Builders LLC",2999002,21 photos,21,https://photos.zillowstatic.com/p_e/ISmy8g0nz0g65g1000000000.jpg,16
126 Merriweather Ln,Kalamazoo,MI,49006,Condo For Sale,"$176,9002 bds · 3 ba · 2,455 sqft; $3,000 (Mar 28)·126 Merriweather Ln, Kalamazoo, MI; Jaqua REALTORS",1769002; 3000,22 photos,22,https://photos.zillowstatic.com/p_e/IS6mo3yb3d2op11000000000.jpg,16
740 E Stockbridge Ave,Kalamazoo,MI,49001,Apartment For Sale,"$49,000Studio · -- ba · -- sqft; 266 days on Zillow·740 E Stockbridge Ave, Kalamazoo, MI; O'Brien Real Estate",49000,17 photos,17,https://photos.zillowstatic.com/p_e/ISuk7kmh6ub0nk0000000000.jpg,16
3577 Kenbrooke Ct,Kalamazoo,MI,49006,Condo For Sale,"$54,5002 bds · 2 ba · 960 sqft; 80 days on Zillow·3577 Kenbrooke Ct, Kalamazoo, MI",545002,15 photos,15,https://photos.zillowstatic.com/p_e/ISadwuirm0a0m70000000000.jpg,16
Sagebrush St # 5N87YI,Kalamazoo,MI,49006,New Construction,"$211,900+3 bds · 2 ba · 1,658+ sqft; Allen Edwin Homes·Traditions 1600 Plan, Prairieview Farms",211900,5 photos,5,https://photos.zillowstatic.com/p_e/IS6itoqyzolqe91000000000.jpg,16
1119 Lake St,Kalamazoo,MI,49001,Apartment For Sale,"$49,500Studio · -- ba · -- sqft; 77 days on Zillow·1119 Lake St, Kalamazoo, MI; CENTURY 21 C. Howard",49500,32 photos,32,https://photos.zillowstatic.com/p_e/ISuo2b7h1t75ax1000000000.jpg,16
2418 Acorn Ln,Kalamazoo,MI,49008,House For Sale,"$349,9005 bds · 4 ba · 3,157 sqft; 130 days on Zillow·2418 Acorn Ln, Kalamazoo, MI",3499005,36 photos,36,https://photos.zillowstatic.com/p_e/ISmm73whbwv0bd0000000000.jpg,16
2433 Alta Vista Ave,Kalamazoo,MI,49008,House For Sale,"$310,0003 bds · 4 ba · 3,812 sqft; 70 days on Zillow·2433 Alta Vista Ave, Kalamazoo, MI",3100003,29 photos,29,https://photos.zillowstatic.com/p_e/ISyfyku9j3r9qt1000000000.jpg,16
2777 Bronson Blvd,Kalamazoo,MI,49008,House For Sale,"$320,0004 bds · 3 ba · 2,759 sqft; $5,000 (Mar 23)·2777 Bronson Blvd, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",3200004; 5000,37 photos,37,https://photos.zillowstatic.com/p_e/ISqd3p8215lmvf1000000000.jpg,16
3023 Lowell St,Kalamazoo,MI,49001,House For Sale,"$99,9532 bds · 1 ba · 879 sqft; $10,000 (Mar 20)·3023 Lowell St, Kalamazoo, MI",999532; 10000,20 photos,20,https://photos.zillowstatic.com/p_e/ISewlqccti8x1f0000000000.jpg,16
1509 Kingston Ave,Kalamazoo,MI,49001,House For Sale,"$89,9002 bds · 1 ba · 810 sqft; 125 days on Zillow·1509 Kingston Ave, Kalamazoo, MI",899002,12 photos,12,https://photos.zillowstatic.com/p_e/ISuwgfuf41q2b70000000000.jpg,16
3637 Whicker Pointe,Kalamazoo,MI,49006,Condo For Sale,"$374,9003 bds · 3 ba · 3,202 sqft; $10,000 (Feb 23)·3637 Whicker Pointe, Kalamazoo, MI",3749003; 10000,33 photos,33,https://photos.zillowstatic.com/p_e/IS2rtzkmxr2ca80000000000.jpg,16
1825 S Burdick St,Kalamazoo,MI,49001,House For Sale,"$59,9993 bds · -- ba · 1,519 sqft; $5,001 (Mar 1)·1825 S Burdick St, Kalamazoo, MI; RE/MAX of Kalamazoo",599993; 5001,28 photos,28,https://photos.zillowstatic.com/p_e/IS6214fkiromu70000000000.jpg,16
602 Elm St,Kalamazoo,MI,49007,Apartment For Sale,"$124,321Studio · -- ba · 1,729 sqft; 65 days on Zillow·602 Elm St, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",124321,11 photos,11,https://photos.zillowstatic.com/p_e/ISqx22yogt9q9j1000000000.jpg,16
(Undisclosed Address),Kalamazoo,MI,49008,Apartment For Sale,"$87,900Studio · -- ba · -- sqft; 52 days on Zillow·(Undisclosed Address), Kalamazoo, MI; George R. Wade, REALTORS",87900,5 photos,5,https://photos.zillowstatic.com/p_e/ISind5t3ggcnn00000000000.jpg,16
1136 James St,Kalamazoo,MI,49001,Apartment For Sale,"$54,900Studio · -- ba · 880 sqft; $5,000 (Mar 15)·1136 James St, Kalamazoo, MI",54900; 5000,12 photos,12,https://photos.zillowstatic.com/p_e/ISxrncy605kbcu0000000000.jpg,16
733 Bryant St,Kalamazoo,MI,49001,Apartment For Sale,"$79,900Studio · -- ba · -- sqft; 38 days on Zillow·733 Bryant St, Kalamazoo, MI",79900,6 photos,6,https://photos.zillowstatic.com/p_e/IS6eyh5ghtv17r0000000000.jpg,16
1403 Sherwood Ave,Kalamazoo,MI,49048,Apartment For Sale,"$74,900Studio · -- ba · -- sqft; 57 days on Zillow·1403 Sherwood Ave, Kalamazoo, MI; Evenboer-Walton, REALTORS",74900,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.297000,-85.562000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",16
Sagebrush St # WJ0AKS,Kalamazoo,MI,49006,New Construction,"$217,900+3 bds · 3 ba · 2,244+ sqft; Allen Edwin Homes·Traditions 2200 Plan, Prairieview Farms",217900,6 photos,6,https://photos.zillowstatic.com/p_e/ISa17b97mib6fq0000000000.jpg,16
2520 W Main St,Kalamazoo,MI,49006,House For Sale,"$249,9074 bds · 3 ba · 2,824 sqft; 129 days on Zillow·2520 W Main St, Kalamazoo, MI",2499074,38 photos,38,https://photos.zillowstatic.com/p_e/IS6ue18t6k6mwm0000000000.jpg,16
1525 Grand Ave,Kalamazoo,MI,49006,House For Sale,"$440,0003 bds · 3 ba · 4,444 sqft; 187 days on Zillow·1525 Grand Ave, Kalamazoo, MI; Jaqua REALTORS",4400003,33 photos,33,https://photos.zillowstatic.com/p_e/ISy7cmei895x4k0000000000.jpg,16
620 Forest St,Kalamazoo,MI,49008,House For Sale,"$89,2503 bds · 1 ba · 1,379 sqft; 192 days on Zillow·620 Forest St, Kalamazoo, MI; Greenleaf Realty Properties LLC",892503,25 photos,25,https://photos.zillowstatic.com/p_e/ISijej1z6r57560000000000.jpg,16
2820 Nellbert St,Kalamazoo,MI,49001,House For Sale,"$79,9992 bds · 1 ba · 964 sqft; 199 days on Zillow·2820 Nellbert St, Kalamazoo, MI",799992,14 photos,14,https://photos.zillowstatic.com/p_e/ISqx6lvm1ly2j70000000000.jpg,16
3011 Riverview Dr,Kalamazoo,MI,49004,House For Sale,"$69,9002 bds · 1 ba · 1,000 sqft; $20,000 (Feb 8)·3011 Riverview Dr, Kalamazoo, MI; RE/MAX Advantage",699002; 20000,10 photos,10,https://photos.zillowstatic.com/p_e/ISybfr3dkqxfxw1000000000.jpg,16
1005 S Westnedge Ave,Kalamazoo,MI,49008,Apartment For Sale,"$169,900Studio · -- ba · 1,017 sqft; 235 days on Zillow·1005 S Westnedge Ave, Kalamazoo, MI",169900,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.282000,-85.589000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",17
1121 N Westnedge Ave,KALAMAZOO,MI,49007,Apartment For Sale,"$55,9994 bds · 1 ba · 1,473 sqft; 308 days on Zillow·1121 N Westnedge Ave, Kalamazoo, MI; CENTURY 21 C. Howard",559994,10 photos,10,https://photos.zillowstatic.com/p_e/ISl2sten0fpyw70000000000.jpg,17
1422 E Main St,Kalamazoo,MI,49048,Foreclosure,"$59,900Studio · -- ba · -- sqft; 242 days on Zillow·1422 E Main St, Kalamazoo, MI; RE/MAX Advantage",59900,1 photo,1,https://photos.zillowstatic.com/p_e/ISmyw6lzfcjh7j1000000000.jpg,17
2903 Woodgate Ln,Kalamazoo,MI,49008,Condo For Sale,"$464,3902 bds · 2 ba · 1,885 sqft; $78,610 (Mar 17)·2903 Woodgate Ln, Kalamazoo, MI",4643902; 78610,35 photos,35,https://photos.zillowstatic.com/p_e/ISir4tstlnlena0000000000.jpg,17
2255 Shelter Pointe Dr,Kalamazoo,MI,49008,House For Sale,"$691,9035 bds · 5 ba · 3,900 sqft; 286 days on Zillow·2255 Shelter Pointe Dr, Kalamazoo, MI; REOZOM REAL ESTATE SERV",6919035,22 photos,22,https://photos.zillowstatic.com/p_e/IS66sv1nwe5txb1000000000.jpg,17
3051 Mount Olivet Rd,Kalamazoo,MI,49004,House For Sale,"$149,0003 bds · 2 ba · 1,400 sqft; 94 days on Zillow·3051 Mount Olivet Rd, Kalamazoo, MI",1490003,16 photos,16,https://photos.zillowstatic.com/p_e/ISyj5tg3wdu8uk0000000000.jpg,17
1310 Pinehurst Blvd,Kalamazoo,MI,49006,For Sale by Owner,"$123,9003 bds · 2 ba · 1,300 sqft; $1,000 (Mar 16)·1310 Pinehurst Blvd, Kalamazoo, MI",1239003; 1000,31 photos,31,https://photos.zillowstatic.com/p_e/ISahvgq0ymc7ut0000000000.jpg,17
381 Summit Dr,Kalamazoo,MI,49001,Lot/Land For Sale,"$69,9073.41 ac lot; 152 days on Zillow·381 Summit Dr, Kalamazoo, MI",699073.41,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.271000,-85.588000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",17
715 Fairbanks Ave,Kalamazoo,MI,49048,Apartment For Sale,"$124,900Studio · -- ba · 1,870 sqft; 61 days on Zillow·715 Fairbanks Ave, Kalamazoo, MI; Jaqua REALTORS",124900,28 photos,28,https://photos.zillowstatic.com/p_e/ISme5sr667ywrm1000000000.jpg,17
742 E Stockbridge Ave,Kalamazoo,MI,49001,Apartment For Sale,"$84,900Studio · -- ba · -- sqft; 266 days on Zillow·742 E Stockbridge Ave, Kalamazoo, MI; O'Brien Real Estate",84900,5 photos,5,https://photos.zillowstatic.com/p_e/ISu8iwp0qaac6g0000000000.jpg,17
Fairbanks Ave,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 683 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.562000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",17
0 Solon St Ending # 024,Kalamazoo,MI,49006,Lot/Land For Sale,"$42,5009,147 sqft lot; 52 days on Zillow·0 Solon St Ending # 024, Kalamazoo, MI; RE/MAX Advantage",425009147,2 photos,2,https://photos.zillowstatic.com/p_e/IS6mw9gk5nnul21000000000.jpg,17
0 Solon St Ending # 025,Kalamazoo,MI,49006,Lot/Land For Sale,"$42,5009,038 sqft lot; 52 days on Zillow·0 Solon St Ending # 025, Kalamazoo, MI; RE/MAX Advantage",425009038,2 photos,2,https://photos.zillowstatic.com/p_e/IS6a7qydiic2121000000000.jpg,17
0 Solon St Ending # 040,Kalamazoo,MI,49006,Lot/Land For Sale,"$42,5008,921 sqft lot; 52 days on Zillow·0 Solon St Ending # 040, Kalamazoo, MI; RE/MAX Advantage",425008921,2 photos,2,https://photos.zillowstatic.com/p_e/ISqx22y0a2w7121000000000.jpg,17
910 Edgemoor Ave,Kalamazoo,MI,49008,House For Sale,"$299,9003 bds · 2 ba · 1,960 sqft; $20,000 (Mar 8)·910 Edgemoor Ave, Kalamazoo, MI",2999003; 20000,26 photos,26,https://photos.zillowstatic.com/p_e/ISew1vqm70g90b0000000000.jpg,17
427 W Cork St,Kalamazoo,MI,49001,House For Sale,"$899,0003 bds · 5 ba · 4,600 sqft; 231 days on Zillow·427 W Cork St, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",8990003,25 photos,25,https://photos.zillowstatic.com/p_e/IS23fc2dpuhb6d1000000000.jpg,17
Douglas Ave,Kalamazoo,MI,49007,Lot/Land For Sale,"$69,9006.00 ac lot; 73 days on Zillow·Douglas Ave, Kalamazoo, MI",699006,5 photos,5,https://photos.zillowstatic.com/p_e/ISe4gfa1x833uc0000000000.jpg,17
2222 Shelter Pointe Dr,Kalamazoo,MI,49008,Lot/Land For Sale,"$65,9000.34 ac lot; 739 days on Zillow·2222 Shelter Pointe Dr, Kalamazoo, MI; O'Brien Real Estate",659000.34,12 photos,12,https://photos.zillowstatic.com/p_e/IS56s73k0jmjq60000000000.jpg,17
6 +/- Acres Douglas Ave,Kalamazoo,MI,49007,Lot/Land For Sale,"$69,9006.00 ac lot; 73 days on Zillow·6 +/- Acres Douglas Ave, Kalamazoo, MI; Berkshire Hathaway HomeServices Michigan Real Estate",699006,5 photos,5,https://photos.zillowstatic.com/p_e/ISy35qljog77ho0000000000.jpg,17
2110 Glenwood Dr,Kalamazoo,MI,49008,Lot/Land For Sale,"$37,0000.29 ac lot; 138 days on Zillow·2110 Glenwood Dr, Kalamazoo, MI; Jaqua REALTORS",370000.29,4 photos,4,https://photos.zillowstatic.com/p_e/ISat05mtgezsqg1000000000.jpg,17
1276 Jack Pine Way,Kalamazoo,MI,49006,House For Sale,"$239,0008 bds · 3 ba · 2,862 sqft; 46 days on Zillow·1276 Jack Pine Way, Kalamazoo, MI",2390008,2 photos,2,https://photos.zillowstatic.com/p_e/ISizydnh3qc8r40000000000.jpg,17
1266 Jack Pine Way,Kalamazoo,MI,49006,House For Sale,"$239,0008 bds · 3 ba · 2,862 sqft; 46 days on Zillow·1266 Jack Pine Way, Kalamazoo, MI",2390008,2 photos,2,https://photos.zillowstatic.com/p_e/ISe8beh3roppal1000000000.jpg,17
1115 E Vine St,Kalamazoo,MI,49001,Apartment For Sale,"$79,900Studio · -- ba · -- sqft; 94 days on Zillow·1115 E Vine St, Kalamazoo, MI",79900,3 photos,3,https://photos.zillowstatic.com/p_e/ISuwo5c5bipjn70000000000.jpg,17
3650 Alvan Rd,Kalamazoo,MI,49001,Lot/Land For Sale,"$150,0003.52 ac lot; 214 days on Zillow·3650 Alvan Rd, Kalamazoo, MI; Evenboer-Walton, REALTORS",1500003.52,1 photo,1,https://photos.zillowstatic.com/p_e/ISq9wgilnxuw1f0000000000.jpg,17
VL Barney Rd,Kalamazoo,MI,49004,Lot/Land For Sale,"$30,0000.53 ac lot; 59 days on Zillow·VL Barney Rd, Kalamazoo, MI; Evenboer-Walton, REALTORS",300000.53,2 photos,2,https://photos.zillowstatic.com/p_e/ISyztqn7vuekmv0000000000.jpg,17
1205 Riverview Dr,Kalamazoo,MI,49048,Lot/Land For Sale,"$99,9530.46 ac lot; $15,000 (Mar 2)·1205 Riverview Dr, Kalamazoo, MI",999530.46; 15000,5 photos,5,https://photos.zillowstatic.com/p_e/ISib03xmgsq5ik0000000000.jpg,17
405 Stuart Ave,Kalamazoo,MI,49007,House For Sale,"$299,0007 bds · 8 ba · 4,733 sqft; 222 days on Zillow·405 Stuart Ave, Kalamazoo, MI",2990007,52 photos,52,https://photos.zillowstatic.com/p_e/ISu04sqg6sav480000000000.jpg,18
